Year,Month,Day,Hour,Minute,Ta,Ta_flag,Td,Td_flag,RH,Pa,Pa_flag,GHI,DNI,DHI,CS_GHI,CS_DNI,CS_DHI,WD,WD_flag,WS,WS_flag,PCW,PC_1hr,PC_6hr,Zenith
2002,1,1,1,0,-3.9,0,-12.8,0,49.9,101721,0,0,0,0,0,0,0,290,0,5.2,0,0.397,0,999,160.6
2002,1,1,2,0,-3.9,0,-14.4,0,43.7,101731,0,0,0,0,0,0,0,280,0,5.7,0,0.405,0,999,153.7
2002,1,1,3,0,-4.4,0,-12.8,0,51.8,101761,0,0,0,0,0,0,0,300,0,4.6,0,0.416,0,999,143.7
2002,1,1,4,0,-3.9,0,-11.7,0,54.5,101731,0,0,0,0,0,0,0,310,0,5.7,0,0.429,0,999,132.6
2002,1,1,5,0,-4.4,0,-12.2,0,54.3,101731,0,0,0,0,0,0,0,300,0,3.6,0,0.441,0,999,121.3
2002,1,1,6,0,-5,0,-12.2,0,56.9,101741,0,0,0,0,0,0,0,290,0,3.6,0,0.452,0,999,110.1
2002,1,1,7,0,-5,0,-11.7,0,59.2,101801,0,0,0,0,0,0,0,280,0,4.6,0,0.458,0,999,99.3
2002,1,1,8,0,-5,0,-11.7,0,59.2,101841,0,17.8,103.3,7.8,17.8,103.3,7.8,290,0,4.6,0,0.456,0,999,89.2
2002,1,1,9,0,-5,0,-11.7,0,59.2,101931,0,146.3,566.3,44.8,146.3,566.3,44.8,320,0,5.2,0,0.444,0,999,80.2
2002,1,1,10,0,-3.9,0,-11.7,0,54.5,101911,0,289.5,760.3,61.5,289.5,760.3,61.5,310,0,6.2,0,0.425,0,999,72.7
2002,1,1,11,0,-2.2,0,-11.1,0,50.4,101841,0,399.3,857,66.3,399.3,857,66.3,300,0,4.6,0,0.415,0,999,67.2
2002,1,1,12,0,-0.6,0,-10,0,48.9,101762,0,456.5,894.5,68.3,456.5,894.5,68.3,330,0,7.2,0,0.423,0,999,64.3
2002,1,1,13,0,0.6,0,-10,0,44.8,101712,0,455.3,893.8,67.8,455.3,893.8,67.8,300,0,6.2,0,0.444,0,999,64.3
2002,1,1,14,0,1.7,0,-10,0,41.4,101702,0,396.5,857,65,396.5,857,65,310,0,6.7,0,0.461,0,999,67.3
2002,1,1,15,0,2.2,0,-8.9,0,43.5,101742,0,286.8,771.5,57.8,286.8,771.5,57.8,320,0,8.2,0,0.461,0,999,72.9
2002,1,1,16,0,1.7,0,-9.4,0,43.4,101832,0,143.8,585.5,41.8,143.8,585.5,41.8,310,0,8.2,0,0.443,0,999,80.4
2002,1,1,17,0,1.1,0,-9.4,0,45.3,101902,0,17,107,7.3,17,107,7.3,310,0,7.2,0,0.416,0,999,89.5
2002,1,1,18,0,0.6,0,-9.4,0,47,101972,0,0,0,0,0,0,0,300,0,6.2,0,0.392,0,999,99.6
2002,1,1,19,0,0,0,-8.9,0,51,102052,0,0,0,0,0,0,0,320,0,8.8,0,0.373,0,999,110.4
2002,1,1,20,0,-0.6,0,-8.9,0,53.3,102112,0,0,0,0,0,0,0,320,0,10.8,0,0.359,0,999,121.6
2002,1,1,21,0,-1.1,0,-10,0,50.7,102201,0,0,0,0,0,0,0,320,0,9.3,0,0.348,0,999,132.9
2002,1,1,22,0,-1.7,0,-10,0,53,102231,0,0,0,0,0,0,0,340,0,7.7,0,0.341,0,999,144
2002,1,1,23,0,-2.2,0,-9.4,0,57.7,102231,0,0,0,0,0,0,0,320,0,10.3,0,0.338,0,999,153.9
2002,1,1,24,0,-2.2,0,-9.4,0,57.7,102301,0,0,0,0,0,0,0,310,0,8.2,0,0.339,0,999,160.7
2002,1,2,1,0,-2.8,0,-9.4,0,60.3,102321,0,0,0,0,0,0,0,310,0,8.8,0,0.343,0,999,160.6
2002,1,2,2,0,-3.3,0,-11.1,0,54.7,102301,0,0,0,0,0,0,0,330,0,8.2,0,0.353,0,999,153.7
2002,1,2,3,0,-3.3,0,-10,0,59.7,102311,0,0,0,0,0,0,0,310,0,6.7,0,0.362,0,999,143.7
2002,1,2,4,0,-3.3,0,-10.6,0,56.9,102401,0,0,0,0,0,0,0,300,0,8.8,0,0.366,0,999,132.6
2002,1,2,5,0,-3.9,0,-11.7,0,54.5,102421,0,0,0,0,0,0,0,300,0,7.2,0,0.374,0,999,121.3
2002,1,2,6,0,-3.9,0,-10.6,0,59.5,102321,0,0,0,0,0,0,0,310,0,6.7,0,0.382,0,999,110.1
2002,1,2,7,0,-3.3,0,-9.4,0,62.6,102371,0,0,0,0,0,0,0,320,0,7.2,0,0.382,0,999,99.3
