Year,Month,Day,Hour,Minute,Ta,Ta_flag,Td,Td_flag,RH,Pa,Pa_flag,GHI,DNI,DHI,CS_GHI,CS_DNI,CS_DHI,WD,WD_flag,WS,WS_flag,PCW,PC_1hr,PC_6hr,Zenith
2002,1,1,1,0,-4.4,0,-12.8,0,51.8,101775,0,0,0,0,0,0,0,280,0,4.1,0,0.376,0,999,160.7
2002,1,1,2,0,-3.9,0,-12.8,0,49.9,101775,0,0,0,0,0,0,0,290,0,6.2,0,0.383,0,999,153.7
2002,1,1,3,0,-4.4,0,-12.8,0,51.8,101785,0,0,0,0,0,0,0,290,0,6.2,0,0.394,0,999,143.6
2002,1,1,4,0,-5,0,-12.8,0,54.2,101775,0,0,0,0,0,0,0,280,0,3.6,0,0.41,0,999,132.5
2002,1,1,5,0,-5.6,0,-12.8,0,56.7,101785,0,0,0,0,0,0,0,290,0,4.1,0,0.428,0,999,121.2
2002,1,1,6,0,-5,0,-12.2,0,56.9,101755,0,0,0,0,0,0,0,290,0,4.1,0,0.448,0,999,110
2002,1,1,7,0,-5,0,-12.2,0,56.9,101845,0,0,0,0,0,0,0,280,0,5.2,0,0.466,0,999,99.2
2002,1,1,8,0,-5,0,-12.2,0,56.9,101885,0,11,21.5,8.8,18.3,102.8,8,290,0,5.2,0,0.477,0,999,89.1
2002,1,1,9,0,-3.9,0,-12.2,0,52.3,101955,0,99.5,197.5,59.3,148,561.8,45.8,300,0,5.7,0,0.474,0,999,80.1
2002,1,1,10,0,-2.8,0,-11.7,0,50.2,101935,0,260.5,609,76.5,290.5,752.3,63.3,310,0,7.7,0,0.455,0,999,72.5
2002,1,1,11,0,-1.7,0,-12.2,0,44.4,101885,0,312.8,488.8,122.5,401,850.5,69,310,0,6.2,0,0.429,0,999,67.1
2002,1,1,12,0,-0.6,0,-11.7,0,42.7,101806,0,362.3,519.8,135.5,459.5,892.5,70.5,290,0,4.6,0,0.411,0,999,64.2
2002,1,1,13,0,1.1,0,-11.7,0,37.7,101766,0,366.8,542.3,130.3,459.3,896.5,68.8,310,0,5.2,0,0.419,0,999,64.2
