Year,Month,Day,Hour,Minute,Ta,Ta_flag,Td,Td_flag,RH,Pa,Pa_flag,GHI,DNI,DHI,CS_GHI,CS_DNI,CS_DHI,WD,WD_flag,WS,WS_flag,PCW,PC_1hr,PC_6hr,Zenith
2002,1,1,1,0,-4.4,0,-13.9,0,47.3,101160,0,0,0,0,0,0,0,294,1,3.1,0,0.395,0,999,160.6
2002,1,1,2,0,-4.4,0,-13.9,0,47.3,101160,0,0,0,0,0,0,0,299,1,2.6,0,0.404,0,999,153.8
2002,1,1,3,0,-5,0,-13.9,0,49.5,101188,0,0,0,0,0,0,0,300,0,4.1,0,0.415,0,999,143.8
2002,1,1,4,0,-5,0,-13.3,0,52,101158,0,0,0,0,0,0,0,290,0,3.1,0,0.427,0,999,132.7
2002,1,1,5,0,-5.6,0,-13.3,0,54.4,101157,0,0,0,0,0,0,0,290,0,3.6,0,0.439,0,999,121.4
2002,1,1,6,0,-5.6,0,-13.3,0,54.4,101157,0,0,0,0,0,0,0,290,0,4.1,0,0.45,0,999,110.2
2002,1,1,7,0,-6.1,0,-12.8,0,58.9,101216,0,0,0,0,0,0,0,313,1,3.1,0,0.456,0,999,99.4
2002,1,1,8,0,-6.1,0,-12.8,0,58.9,101266,0,17.5,102.8,7.8,17.5,102.8,7.8,280,0,3.6,0,0.453,0,999,89.3
2002,1,1,9,0,-5.6,0,-12.2,0,59.5,101366,0,145.3,565.8,44.5,145.3,565.8,44.5,300,0,4.6,0,0.439,0,999,80.3
2002,1,1,10,0,-4.4,0,-12.2,0,54.3,101339,0,288.5,761,60.5,288.5,761,60.5,280,0,4.6,0,0.422,0,999,72.7
2002,1,1,11,0,-2.8,0,-11.7,0,50.2,101282,0,398.8,858,65.5,398.8,858,65.5,270,0,3.6,0,0.413,0,999,67.2
2002,1,1,12,0,-1.1,0,-11.1,0,46.4,101206,0,456.3,894.8,67.8,456.3,894.8,67.8,290,0,3.6,0,0.423,0,999,64.3
2002,1,1,13,0,0.6,0,-10.6,0,42.7,101170,0,455.3,893.8,67.8,455.3,893.8,67.8,290,0,4.1,0,0.444,0,999,64.3
2002,1,1,14,0,1.1,0,-11.1,0,39.6,101161,0,396.5,857.3,65,396.5,857.3,65,310,0,4.6,0,0.46,0,999,67.3
2002,1,1,15,0,1.7,0,-10.6,0,39.4,101212,0,287.5,772.8,57.8,287.5,772.8,57.8,314,1,3.1,0,0.46,0,999,72.8
2002,1,1,16,0,1.1,0,-10.6,0,41.2,101300,0,144.8,587.3,41.8,144.8,587.3,41.8,300,0,5.2,0,0.443,0,999,80.4
2002,1,1,17,0,0.6,0,-11.1,0,41,101359,0,17.3,107.8,7.3,17.3,107.8,7.3,310,0,5.7,0,0.417,0,999,89.4
2002,1,1,18,0,0,0,-10.6,0,44.6,101427,0,0,0,0,0,0,0,300,0,3.6,0,0.394,0,999,99.5
2002,1,1,19,0,-0.6,0,-11.1,0,44.8,101515,0,0,0,0,0,0,0,310,0,5.7,0,0.376,0,999,110.3
2002,1,1,20,0,-1.1,0,-10.6,0,48.3,101574,0,0,0,0,0,0,0,310,0,4.6,0,0.361,0,999,121.5
2002,1,1,21,0,-1.7,0,-11.7,0,46.3,101643,0,0,0,0,0,0,0,320,0,6.2,0,0.348,0,999,132.8
2002,1,1,22,0,-2.2,0,-11.1,0,50.4,101691,0,0,0,0,0,0,0,310,0,5.7,0,0.34,0,999,143.9
2002,1,1,23,0,-2.8,0,-11.1,0,52.7,101710,0,0,0,0,0,0,0,310,0,5.2,0,0.337,0,999,153.9
2002,1,1,24,0,-3.3,0,-11.7,0,52.1,101749,0,0,0,0,0,0,0,310,0,3.1,0,0.337,0,999,160.6
2002,1,2,1,0,-3.9,0,-11.1,0,57.2,101767,0,0,0,0,0,0,0,320,0,4.6,0,0.341,0,999,160.6
2002,1,2,2,0,-3.9,0,-11.1,0,57.2,101748,0,0,0,0,0,0,0,300,0,4.6,0,0.35,0,999,153.8
2002,1,2,3,0,-4.4,0,-10.6,0,61.8,101766,0,0,0,0,0,0,0,304,1,3.1,0,0.36,0,999,143.8
2002,1,2,4,0,-4.4,0,-10.6,0,61.8,101846,0,0,0,0,0,0,0,307,1,3.1,0,0.363,0,999,132.7
2002,1,2,5,0,-5,0,-10.6,0,64.7,101865,0,0,0,0,0,0,0,302,1,3.1,0,0.372,0,999,121.4
2002,1,2,6,0,-4.4,0,-10.6,0,61.8,101776,0,0,0,0,0,0,0,297,1,1.5,0,0.379,0,999,110.2
2002,1,2,7,0,-4.4,0,-10,0,64.8,101826,0,0,0,0,0,0,0,303,1,3.1,0,0.379,0,999,99.4
2002,1,2,8,0,-3.9,0,-10,0,62.4,101887,0,18.5,124.3,6.8,18.5,124.3,6.8,290,0,2.6,0,0.381,0,999,89.3
2002,1,2,9,0,-3.3,0,-9.4,0,62.6,101938,0,151,641.3,38,151,641.3,38,290,0,3.1,0,0.381,0,999,80.3
2002,1,2,10,0,-2.8,0,-9.4,0,60.3,101969,0,295.8,811.8,52.8,295.8,811.8,52.8,300,0,4.1,0,0.387,0,999,72.7
2002,1,2,11,0,-1.7,0,-9.4,0,55.6,101931,0,404.8,885.8,60.5,404.8,885.8,60.5,280,0,3.6,0,0.386,0,999,67.2
2002,1,2,12,0,0,0,-9.4,0,49.1,101915,0,462.3,916.8,63,462.3,916.8,63,290,0,5.2,0,0.386,0,999,64.2
2002,1,2,13,0,1.1,0,-8.9,0,47.1,101738,0,462.3,916.5,63.5,462.3,916.5,63.5,320,0,3.6,0,0.385,0,999,64.2
2002,1,2,14,0,2.2,0,-8.9,0,43.5,101660,0,405,887.8,59.8,405,887.8,59.8,310,0,5.7,0,0.382,0,999,67.2
2002,1,2,15,0,2.2,0,-8.9,0,43.5,101640,0,296.5,813.5,52.8,296.5,813.5,52.8,310,0,5.2,0,0.383,0,999,72.7
2002,1,2,16,0,2.2,0,-8.9,0,43.5,101611,0,151.5,639.5,38.5,151.5,639.5,38.5,280,0,4.6,0,0.389,0,999,80.2
2002,1,2,17,0,1.1,0,-8.3,0,49.4,101658,0,18.5,123,7,18.5,123,7,290,0,4.1,0,0.398,0,999,89.3
2002,1,2,18,0,0.6,0,-8.3,0,51.2,101687,0,0,0,0,0,0,0,290,0,4.6,0,0.411,0,999,99.4
2002,1,2,19,0,0,0,-8.3,0,53.5,101716,0,0,0,0,0,0,0,298,1,2.6,0,0.429,0,999,110.2
2002,1,2,20,0,0,0,-8.3,0,53.5,101676,0,0,0,0,0,0,0,298,1,2.6,0,0.444,0,999,121.3
2002,1,2,21,0,0,0,-8.3,0,53.5,101626,0,0,0,0,0,0,0,290,0,2.6,0,0.46,0,999,132.7
2002,1,2,22,0,-0.6,0,-8.3,0,55.9,101575,0,0,0,0,0,0,0,300,0,2.6,0,0.472,0,999,143.7
2002,1,2,23,0,-0.6,0,-8.3,0,55.9,101496,0,0,0,0,0,0,0,290,0,2.1,0,0.487,0,999,153.7
2002,1,2,24,0,-1.1,0,-8.3,0,58,101505,0,0,0,0,0,0,0,286,1,2.6,0,0.501,0,999,160.5
2002,1,3,1,0,-1.1,0,-8.3,0,58,101455,0,0,0,0,0,0,0,290,0,3.6,0,0.516,0,999,160.5
2002,1,3,2,0,-1.1,0,-8.3,0,58,101425,0,0,0,0,0,0,0,290,0,2.6,0,0.53,0,999,153.8
2002,1,3,3,0,-1.7,0,-8.3,0,60.6,101394,0,0,0,0,0,0,0,290,0,3.6,0,0.543,0,999,143.8
2002,1,3,4,0,-1.7,0,-8.9,0,57.8,101265,0,0,0,0,0,0,0,310,0,4.1,0,0.56,0,999,132.7
2002,1,3,5,0,-2.2,0,-8.9,0,60,101274,0,0,0,0,0,0,0,310,0,4.1,0,0.58,0,999,121.4
2002,1,3,6,0,-2.8,0,-9.4,0,60.3,101272,0,0,0,0,0,0,0,350,0,4.1,0,0.596,0,999,110.2
2002,1,3,7,0,-2.8,0,-9.4,0,60.3,101282,0,0,0,0,0,0,0,300,0,2.6,0,0.603,0,999,99.4
2002,1,3,8,0,-2.8,0,-9.4,0,60.3,101233,0,7.5,0,7.5,17.8,112.8,7,339,1,2.6,0,0.6,0,999,89.3
2002,1,3,9,0,-2.8,0,-9.4,0,60.3,101272,0,74.3,59.5,60,146,598.5,40,351,1,3.1,0,0.593,0,999,80.2
2002,1,3,10,0,-2.2,0,-8.9,0,60,101224,0,179.8,208,117.3,288.5,776.5,55.8,351,1,2.6,0,0.581,0,999,72.7
2002,1,3,11,0,-1.7,0,-9.4,0,55.6,101016,0,364.3,710.8,81.8,397.5,857.8,63.5,340,1,2.6,0,0.566,0,999,67.1
2002,1,3,12,0,-1.1,0,-10,0,50.7,100858,0,403,711.5,93,456.3,893.8,66.3,20,0,3.1,0,0.543,0,999,64.1
2002,1,3,13,0,0,0,-10,0,46.8,100801,0,383.3,623.3,110.8,457.8,900,64.8,340,1,2.1,0,0.513,0,999,64.1
2002,1,3,14,0,1.1,0,-9.4,0,45.3,100693,0,343,630.3,100.5,402.8,876,60.5,341,1,3.1,0,0.484,0,999,67
