Year,Month,Day,Hour,Minute,Ta,Ta_flag,Td,Td_flag,RH,Pa,Pa_flag,GHI,DNI,DHI,CS_GHI,CS_DNI,CS_DHI,WD,WD_flag,WS,WS_flag,PCW,PC_1hr,PC_6hr,Zenith
2003,1,1,1,0,9.4,0,4.4,0,70.9,101403,0,0,0,0,0,0,0,220,0,1.5,0,2.526,0,0,160.6
2003,1,1,2,0,9.4,0,3.9,0,68.5,101493,0,0,0,0,0,0,0,220,0,4.1,0,2.511,0,999,153.7
2003,1,1,3,0,8.9,0,3.9,0,70.8,101563,0,0,0,0,0,0,0,240,0,3.1,0,2.471,0,999,143.7
2003,1,1,4,0,8.9,0,3.9,0,70.8,101533,0,0,0,0,0,0,0,280,0,2.1,0,2.444,0,999,132.6
2003,1,1,5,0,8.3,0,4.4,0,76.4,101473,0,0,0,0,0,0,0,320,0,3.6,0,2.417,0,999,121.3
2003,1,1,6,0,8.3,0,4.4,0,76.4,101513,0,0,0,0,0,0,0,0,0,0,0,2.425,0,999,110.1
2003,1,1,7,0,7.8,0,5,0,82.4,101533,0,0,0,0,0,0,0,0,0,0,0,2.483,-1,999,99.3
2003,1,1,8,0,7.2,0,5,0,85.9,101603,0,2,0,2,14,49.5,9.3,0,0,0,0,2.586,-1,999,89.2
2003,1,1,9,0,8.3,0,6.1,0,86,101723,0,28,0,28,120.5,337,58.3,0,0,0,0,2.692,0.5,999,80.2
2003,1,1,10,0,7.8,0,6.7,0,92.7,101623,0,83,0,83,246,528.5,87,30,0,3.1,0,2.746,0.8,999,72.7
2003,1,1,11,0,7.2,0,6.1,0,92.7,101543,0,103,0.3,102.8,343.8,622.5,102,60,0,4.6,0,2.77,0.8,999,67.2
2003,1,1,12,0,5.6,0,5.6,0,100,101423,0,120.5,0.3,120.3,394.8,657.3,109.8,60,0,6.2,0,2.787,1,999,64.3
2003,1,1,13,0,4.4,0,4.4,0,100,101273,0,115.3,0,115.3,393,649.5,111.5,60,0,6.7,0,2.771,2.5,6.1,64.3
2003,1,1,14,0,3.9,0,3.9,0,100,101153,0,94,0,94,337.5,589.3,109.8,70,0,8.2,0,2.771,1.5,999,67.3
2003,1,1,15,0,3.9,0,3.3,0,95.9,101063,0,48.5,0,48.5,239.5,493,92.5,70,0,9.3,0,2.856,1,999,72.9
2003,1,1,16,0,3.9,0,3.3,0,95.9,100993,0,5.3,0,5.3,114.8,308,59,50,0,9.3,0,2.954,4.1,999,80.5
2003,1,1,17,0,3.3,0,3.3,0,100,100933,0,0.5,0,0.5,12.8,41.5,9,60,0,10.8,0,2.964,1.3,999,89.5
2003,1,1,18,0,3.3,0,2.8,0,96.5,100873,0,0,0,0,0,0,0,40,0,7.7,0,2.946,1.8,999,99.6
2003,1,1,19,0,3.9,0,3.3,0,95.9,100683,0,0,0,0,0,0,0,50,0,11.3,0,2.927,2.3,11.9,110.4
