Year,Month,Day,Hour,Minute,Ta,Ta_flag,Td,Td_flag,RH,Pa,Pa_flag,GHI,DNI,DHI,CS_GHI,CS_DNI,CS_DHI,WD,WD_flag,WS,WS_flag,PCW,PC_1hr,PC_6hr,Zenith
2003,1,1,1,0,8.9,0,3.9,0,70.8,100877,0,0,0,0,0,0,0,230,0,2.1,0,2.529,0,999,160.7
2003,1,1,2,0,8.9,0,3.3,0,67.9,100977,0,0,0,0,0,0,0,287,1,1.5,0,2.509,0,999,153.8
2003,1,1,3,0,9.4,0,3.3,0,65.6,101047,0,0,0,0,0,0,0,230,0,3.6,0,2.469,0,999,143.7
2003,1,1,4,0,9.4,0,3.9,0,68.5,101027,0,0,0,0,0,0,0,280,0,2.1,0,2.442,0,999,132.7
2003,1,1,5,0,8.9,0,3.9,0,70.8,100947,0,0,0,0,0,0,0,0,0,0,0,2.418,0,999,121.3
2003,1,1,6,0,8.9,0,3.9,0,70.8,100987,0,0,0,0,0,0,0,0,0,0,0,2.427,0,999,110.2
2003,1,1,7,0,9.4,0,5,0,74,101007,0,0,0,0,0,0,0,0,0,0,0,2.487,0,999,99.4
2003,1,1,8,0,9.4,0,5.6,0,77.1,101087,0,2.3,0,2.3,13.8,48.8,9,20,0,1.5,0,2.591,-1,999,89.3
2003,1,1,9,0,8.3,0,7.2,0,92.8,101194,0,30,0,30,119.5,335.3,57.8,300,0,1.5,0,2.694,0.5,999,80.3
2003,1,1,10,0,7.8,0,6.7,0,92.7,101084,0,89.3,0,89.3,245,529,86,30,0,2.6,0,2.743,1,999,72.7
2003,1,1,11,0,7.2,0,6.7,0,96.6,100993,0,114,0,114,342.8,622.3,101.3,44,1,1.5,0,2.764,0.8,999,67.2
2003,1,1,12,0,6.1,0,6.1,0,100,100862,0,126,0,126,394.5,656.3,109.8,60,0,4.6,0,2.779,1,999,64.3
2003,1,1,13,0,5.6,0,5,0,95.9,100692,0,105.5,0,105.5,393,649.3,111.5,60,0,6.2,0,2.764,2.3,5.6,64.3
2003,1,1,14,0,4.4,0,3.9,0,96.5,100580,0,82.8,0,82.8,338,589.5,109.8,80,0,4.6,0,2.769,1.3,999,67.3
2003,1,1,15,0,3.9,0,3.3,0,95.9,100480,0,53.5,0,53.5,239.8,494.8,92.5,60,0,7.7,0,2.856,1.3,999,72.8
