Year,Month,Day,Hour,Minute,Ta,Ta_flag,Td,Td_flag,RH,Pa,Pa_flag,GHI,DNI,DHI,CS_GHI,CS_DNI,CS_DHI,WD,WD_flag,WS,WS_flag,PCW,PC_1hr,PC_6hr,Zenith
2001,1,1,1,0,-3.9,0,-11.1,0,57.2,101481,0,0,0,0,0,0,0,280,0,7.7,0,0.6,0,999,160.6
2001,1,1,2,0,-3.9,0,-11.7,0,54.5,101561,0,0,0,0,0,0,0,270,0,6.7,0,0.574,0,999,153.7
2001,1,1,3,0,-3.9,0,-11.1,0,57.2,101601,0,0,0,0,0,0,0,290,0,6.2,0,0.551,0,999,143.7
2001,1,1,4,0,-3.9,0,-10.6,0,59.5,101621,0,0,0,0,0,0,0,300,0,7.2,0,0.529,0,999,132.6
2001,1,1,5,0,-3.9,0,-10.6,0,59.5,101681,0,0,0,0,0,0,0,300,0,4.1,0,0.508,0,999,121.3
2001,1,1,6,0,-3.9,0,-10.6,0,59.5,101771,0,0,0,0,0,0,0,280,0,5.7,0,0.49,0,999,110.1
2001,1,1,7,0,-3.9,0,-9.4,0,65.5,101771,0,0,0,0,0,0,0,310,0,6.7,0,0.479,0,999,99.3
2001,1,1,8,0,-3.9,0,-10,0,62.4,101921,0,18.8,111.5,8,18.8,111.5,8,310,0,7.2,0,0.474,0,999,89.2
2001,1,1,9,0,-3.3,0,-10,0,59.7,102031,0,153,593.5,47.3,153,593.5,47.3,300,0,4.1,0,0.474,0,999,80.2
2001,1,1,10,0,-2.8,0,-9.4,0,60.3,102051,0,300.3,766.8,70.3,300.3,766.8,70.3,320,0,6.2,0,0.483,0,999,72.7
2001,1,1,11,0,-1.7,0,-9.4,0,55.6,102011,0,410.5,835.5,86.5,410.5,835.5,86.5,330,0,6.2,0,0.501,0,999,67.2
2001,1,1,12,0,-1.1,0,-10,0,50.7,101992,0,468,853,97.5,468,853,97.5,330,0,6.2,0,0.514,0,999,64.3
2001,1,1,13,0,-0.6,0,-9.4,0,51.2,101952,0,466,840.5,101,466,840.5,101,320,0,6.7,0,0.52,0,999,64.3
2001,1,1,14,0,0,0,-8.9,0,51,101932,0,383,723,100.5,404.8,799.3,95.5,310,0,6.2,0,0.525,0,999,67.3
2001,1,1,15,0,0,0,-8.3,0,53.5,101952,0,270,633.3,85.5,291.8,709.5,80.5,340,0,4.1,0,0.527,0,999,72.8
2001,1,1,16,0,0,0,-8.9,0,51,102012,0,144.5,513.8,53.8,144.5,513.8,53.8,330,0,5.2,0,0.526,0,999,80.4
2001,1,1,17,0,0,0,-8.9,0,51,102052,0,17,88.8,8.8,17,88.8,8.8,320,0,5.7,0,0.521,0,999,89.5
2001,1,1,18,0,-0.6,0,-9.4,0,51.2,102102,0,0,0,0,0,0,0,320,0,5.2,0,0.513,0,999,99.6
2001,1,1,19,0,-1.1,0,-10.6,0,48.3,102142,0,0,0,0,0,0,0,340,0,4.6,0,0.503,0,999,110.4
2001,1,1,20,0,-1.7,0,-11.1,0,48.5,102191,0,0,0,0,0,0,0,330,0,4.6,0,0.494,0,999,121.5
2001,1,1,21,0,-2.2,0,-10.6,0,52.4,102241,0,0,0,0,0,0,0,330,0,5.7,0,0.489,0,999,132.9
2001,1,1,22,0,-2.8,0,-11.1,0,52.7,102261,0,0,0,0,0,0,0,330,0,6.7,0,0.489,0,999,143.9
2001,1,1,23,0,-3.9,0,-11.7,0,54.5,102281,0,0,0,0,0,0,0,340,0,5.7,0,0.493,0,999,153.9
2001,1,1,24,0,-3.9,0,-11.7,0,54.5,102261,0,0,0,0,0,0,0,340,0,5.2,0,0.498,0,999,160.6
2001,1,2,1,0,-4.4,0,-11.7,0,56.6,102251,0,0,0,0,0,0,0,340,0,5.2,0,0.501,0,999,160.6
2001,1,2,2,0,-5,0,-12.2,0,56.9,102261,0,0,0,0,0,0,0,360,0,4.1,0,0.501,0,999,153.7
2001,1,2,3,0,-5,0,-12.2,0,56.9,102301,0,0,0,0,0,0,0,360,0,3.6,0,0.5,0,999,143.7
2001,1,2,4,0,-5.6,0,-11.1,0,65,102281,0,0,0,0,0,0,0,20,0,2.6,0,0.493,0,999,132.6
2001,1,2,5,0,-5.6,0,-10.6,0,67.7,102291,0,0,0,0,0,0,0,350,0,2.1,0,0.483,0,999,121.3
2001,1,2,6,0,-5,0,-11.1,0,62.1,102351,0,0,0,0,0,0,0,300,0,4.1,0,0.471,0,999,110.1
2001,1,2,7,0,-5,0,-11.1,0,62.1,102411,0,0,0,0,0,0,0,310,0,5.2,0,0.456,0,999,99.3
